'_preisstaffel_nr'|'artikel_id'|'farb_nr'|'groesse'|'vk_preis'|'aktionspreis'|'von_datum'|'bis_datum'|'staffel_1'|'staffel_2'|'staffel_3'|'staffel_4'|'staffel_5'|'vk_1'|'vk_2'|'vk_3'|'vk_4'|'vk_5'|'rabatt_1'|'empfohlener_VK'
'1'|'211'|'0160'|'S'|'100.000'|'0.000'|'2000-01-01'|'2000-01-01'|'0'|'0'|'0'|'0'|'0'|'100.000'|'0.000'|'0.000'|'0.000'|'0.000'|'0.00'|'0.000'
'1'|'211'|'0160'|'XS'|'100.000'|'0.000'|'2000-01-01'|'2000-01-01'|'0'|'0'|'0'|'0'|'0'|'100.000'|'0.000'|'0.000'|'0.000'|'0.000'|'0.00'|'0.000'
'1'|'211'|'0161'|'L'|'100.000'|'0.000'|'2000-01-01'|'2000-01-01'|'0'|'0'|'0'|'0'|'0'|'100.000'|'0.000'|'0.000'|'0.000'|'0.000'|'0.00'|'0.000'
'1'|'211'|'0161'|'M'|'100.000'|'0.000'|'2000-01-01'|'2000-01-01'|'0'|'0'|'0'|'0'|'0'|'100.000'|'0.000'|'0.000'|'0.000'|'0.000'|'0.00'|'0.000'
'1'|'211'|'0161'|'S'|'100.000'|'0.000'|'2000-01-01'|'2000-01-01'|'0'|'0'|'0'|'0'|'0'|'100.000'|'0.000'|'0.000'|'0.000'|'0.000'|'0.00'|'0.000'
'1'|'211'|'0161'|'XS'|'100.000'|'0.000'|'2000-01-01'|'2000-01-01'|'0'|'0'|'0'|'0'|'0'|'100.000'|'0.000'|'0.000'|'0.000'|'0.000'|'0.00'|'0.000'
'1'|'219'|'0006'|'L'|'240.000'|'0.000'|'2000-01-01'|'2000-01-01'|'0'|'0'|'0'|'0'|'0'|'240.000'|'0.000'|'0.000'|'0.000'|'0.000'|'0.00'|'649.000'
'1'|'219'|'0006'|'M'|'240.000'|'0.000'|'2000-01-01'|'2000-01-01'|'0'|'0'|'0'|'0'|'0'|'240.000'|'0.000'|'0.000'|'0.000'|'0.000'|'0.00'|'649.000'
'1'|'219'|'0006'|'S'|'240.000'|'0.000'|'2000-01-01'|'2000-01-01'|'0'|'0'|'0'|'0'|'0'|'240.000'|'0.000'|'0.000'|'0.000'|'0.000'|'0.00'|'649.000'
'1'|'219'|'0006'|'XS'|'240.000'|'0.000'|'2000-01-01'|'2000-01-01'|'0'|'0'|'0'|'0'|'0'|'240.000'|'0.000'|'0.000'|'0.000'|'0.000'|'0.00'|'649.000'
'1'|'22'|'0029'|'L'|'111.000'|'0.000'|'2000-01-01'|'2000-01-01'|'0'|'0'|'0'|'0'|'0'|'111.000'|'0.000'|'0.000'|'0.000'|'0.000'|'0.00'|'298.000'
'1'|'22'|'0029'|'M'|'111.000'|'0.000'|'2000-01-01'|'2000-01-01'|'0'|'0'|'0'|'0'|'0'|'111.000'|'0.000'|'0.000'|'0.000'|'0.000'|'0.00'|'298.000'
'1'|'22'|'0029'|'S'|'111.000'|'0.000'|'2000-01-01'|'2000-01-01'|'0'|'0'|'0'|'0'|'0'|'111.000'|'0.000'|'0.000'|'0.000'|'0.000'|'0.00'|'298.000'
'1'|'22'|'0029'|'XS'|'111.000'|'0.000'|'2000-01-01'|'2000-01-01'|'0'|'0'|'0'|'0'|'0'|'111.000'|'0.000'|'0.000'|'0.000'|'0.000'|'0.00'|'298.000'
'1'|'22'|'0138'|'L'|'111.000'|'0.000'|'2000-01-01'|'2000-01-01'|'0'|'0'|'0'|'0'|'0'|'111.000'|'0.000'|'0.000'|'0.000'|'0.000'|'0.00'|'298.000'
'1'|'22'|'0138'|'M'|'111.000'|'0.000'|'2000-01-01'|'2000-01-01'|'0'|'0'|'0'|'0'|'0'|'111.000'|'0.000'|'0.000'|'0.000'|'0.000'|'0.00'|'298.000'
'1'|'22'|'0138'|'S'|'111.000'|'0.000'|'2000-01-01'|'2000-01-01'|'0'|'0'|'0'|'0'|'0'|'111.000'|'0.000'|'0.000'|'0.000'|'0.000'|'0.00'|'298.000'
'1'|'22'|'0138'|'XS'|'111.000'|'0.000'|'2000-01-01'|'2000-01-01'|'0'|'0'|'0'|'0'|'0'|'111.000'|'0.000'|'0.000'|'0.000'|'0.000'|'0.00'|'298.000'
'1'|'220'|'0006'|'L'|'203.000'|'0.000'|'2000-01-01'|'2000-01-01'|'0'|'0'|'0'|'0'|'0'|'203.000'|'0.000'|'0.000'|'0.000'|'0.000'|'0.00'|'549.000'
'1'|'220'|'0006'|'M'|'203.000'|'0.000'|'2000-01-01'|'2000-01-01'|'0'|'0'|'0'|'0'|'0'|'203.000'|'0.000'|'0.000'|'0.000'|'0.000'|'0.00'|'549.000'
'1'|'220'|'0006'|'S'|'203.000'|'0.000'|'2000-01-01'|'2000-01-01'|'0'|'0'|'0'|'0'|'0'|'203.000'|'0.000'|'0.000'|'0.000'|'0.000'|'0.00'|'549.000'
'1'|'220'|'0006'|'XS'|'203.000'|'0.000'|'2000-01-01'|'2000-01-01'|'0'|'0'|'0'|'0'|'0'|'203.000'|'0.000'|'0.000'|'0.000'|'0.000'|'0.00'|'549.000'
'1'|'221'|'0000'|'L'|'185.000'|'0.000'|'2000-01-01'|'2000-01-01'|'0'|'0'|'0'|'0'|'0'|'185.000'|'0.000'|'0.000'|'0.000'|'0.000'|'0.00'|'498.000'
'1'|'221'|'0000'|'M'|'185.000'|'0.000'|'2000-01-01'|'2000-01-01'|'0'|'0'|'0'|'0'|'0'|'185.000'|'0.000'|'0.000'|'0.000'|'0.000'|'0.00'|'498.000'
'1'|'221'|'0000'|'S'|'185.000'|'0.000'|'2000-01-01'|'2000-01-01'|'0'|'0'|'0'|'0'|'0'|'185.000'|'0.000'|'0.000'|'0.000'|'0.000'|'0.00'|'498.000'
'1'|'221'|'0000'|'XS'|'185.000'|'0.000'|'2000-01-01'|'2000-01-01'|'0'|'0'|'0'|'0'|'0'|'185.000'|'0.000'|'0.000'|'0.000'|'0.000'|'0.00'|'498.000'
'1'|'222'|'0000'|'L'|'203.000'|'0.000'|'2000-01-01'|'2000-01-01'|'0'|'0'|'0'|'0'|'0'|'203.000'|'0.000'|'0.000'|'0.000'|'0.000'|'0.00'|'549.000'
'1'|'222'|'0000'|'M'|'203.000'|'0.000'|'2000-01-01'|'2000-01-01'|'0'|'0'|'0'|'0'|'0'|'203.000'|'0.000'|'0.000'|'0.000'|'0.000'|'0.00'|'549.000'
'1'|'222'|'0000'|'S'|'203.000'|'0.000'|'2000-01-01'|'2000-01-01'|'0'|'0'|'0'|'0'|'0'|'203.000'|'0.000'|'0.000'|'0.000'|'0.000'|'0.00'|'549.000'
'1'|'222'|'0000'|'XS'|'203.000'|'0.000'|'2000-01-01'|'2000-01-01'|'0'|'0'|'0'|'0'|'0'|'203.000'|'0.000'|'0.000'|'0.000'|'0.000'|'0.00'|'549.000'
'1'|'223'|'0000'|'L'|'259.000'|'0.000'|'2000-01-01'|'2000-01-01'|'0'|'0'|'0'|'0'|'0'|'259.000'|'0.000'|'0.000'|'0.000'|'0.000'|'0.00'|'698.000'
'1'|'223'|'0000'|'M'|'259.000'|'0.000'|'2000-01-01'|'2000-01-01'|'0'|'0'|'0'|'0'|'0'|'259.000'|'0.000'|'0.000'|'0.000'|'0.000'|'0.00'|'698.000'
'1'|'223'|'0000'|'S'|'259.000'|'0.000'|'2000-01-01'|'2000-01-01'|'0'|'0'|'0'|'0'|'0'|'259.000'|'0.000'|'0.000'|'0.000'|'0.000'|'0.00'|'698.000'
'1'|'223'|'0000'|'XS'|'259.000'|'0.000'|'2000-01-01'|'2000-01-01'|'0'|'0'|'0'|'0'|'0'|'259.000'|'0.000'|'0.000'|'0.000'|'0.000'|'0.00'|'698.000'
'1'|'224'|'0000'|'L'|'210.000'|'0.000'|'2000-01-01'|'2000-01-01'|'0'|'0'|'0'|'0'|'0'|'210.000'|'0.000'|'0.000'|'0.000'|'0.000'|'0.00'|'569.000'
'1'|'224'|'0000'|'M'|'210.000'|'0.000'|'2000-01-01'|'2000-01-01'|'0'|'0'|'0'|'0'|'0'|'210.000'|'0.000'|'0.000'|'0.000'|'0.000'|'0.00'|'569.000'
'1'|'224'|'0000'|'S'|'210.000'|'0.000'|'2000-01-01'|'2000-01-01'|'0'|'0'|'0'|'0'|'0'|'210.000'|'0.000'|'0.000'|'0.000'|'0.000'|'0.00'|'569.000'
'1'|'224'|'0000'|'XS'|'210.000'|'0.000'|'2000-01-01'|'2000-01-01'|'0'|'0'|'0'|'0'|'0'|'210.000'|'0.000'|'0.000'|'0.000'|'0.000'|'0.00'|'569.000'
'1'|'225'|'0152'|'L'|'185.000'|'0.000'|'2000-01-01'|'2000-01-01'|'0'|'0'|'0'|'0'|'0'|'185.000'|'0.000'|'0.000'|'0.000'|'0.000'|'0.00'|'498.000'
'1'|'225'|'0152'|'M'|'185.000'|'0.000'|'2000-01-01'|'2000-01-01'|'0'|'0'|'0'|'0'|'0'|'185.000'|'0.000'|'0.000'|'0.000'|'0.000'|'0.00'|'498.000'
'1'|'225'|'0152'|'S'|'185.000'|'0.000'|'2000-01-01'|'2000-01-01'|'0'|'0'|'0'|'0'|'0'|'185.000'|'0.000'|'0.000'|'0.000'|'0.000'|'0.00'|'498.000'
'1'|'225'|'0152'|'XS'|'185.000'|'0.000'|'2000-01-01'|'2000-01-01'|'0'|'0'|'0'|'0'|'0'|'185.000'|'0.000'|'0.000'|'0.000'|'0.000'|'0.00'|'498.000'
'1'|'226'|'0000'|'L'|'174.000'|'0.000'|'2000-01-01'|'2000-01-01'|'0'|'0'|'0'|'0'|'0'|'174.000'|'0.000'|'0.000'|'0.000'|'0.000'|'0.00'|'469.000'
'1'|'226'|'0000'|'M'|'174.000'|'0.000'|'2000-01-01'|'2000-01-01'|'0'|'0'|'0'|'0'|'0'|'174.000'|'0.000'|'0.000'|'0.000'|'0.000'|'0.00'|'469.000'
'1'|'226'|'0000'|'S'|'174.000'|'0.000'|'2000-01-01'|'2000-01-01'|'0'|'0'|'0'|'0'|'0'|'174.000'|'0.000'|'0.000'|'0.000'|'0.000'|'0.00'|'469.000'
'1'|'226'|'0000'|'XS'|'174.000'|'0.000'|'2000-01-01'|'2000-01-01'|'0'|'0'|'0'|'0'|'0'|'174.000'|'0.000'|'0.000'|'0.000'|'0.000'|'0.00'|'469.000'
'1'|'227'|'0157'|'L'|'185.000'|'0.000'|'2000-01-01'|'2000-01-01'|'0'|'0'|'0'|'0'|'0'|'185.000'|'0.000'|'0.000'|'0.000'|'0.000'|'0.00'|'498.000'
'1'|'227'|'0157'|'M'|'185.000'|'0.000'|'2000-01-01'|'2000-01-01'|'0'|'0'|'0'|'0'|'0'|'185.000'|'0.000'|'0.000'|'0.000'|'0.000'|'0.00'|'498.000'
'1'|'227'|'0157'|'S'|'185.000'|'0.000'|'2000-01-01'|'2000-01-01'|'0'|'0'|'0'|'0'|'0'|'185.000'|'0.000'|'0.000'|'0.000'|'0.000'|'0.00'|'498.000'
'1'|'227'|'0157'|'XS'|'185.000'|'0.000'|'2000-01-01'|'2000-01-01'|'0'|'0'|'0'|'0'|'0'|'185.000'|'0.000'|'0.000'|'0.000'|'0.000'|'0.00'|'498.000'
'1'|'228'|'0000'|'L'|'924.000'|'0.000'|'2000-01-01'|'2000-01-01'|'0'|'0'|'0'|'0'|'0'|'924.000'|'0.000'|'0.000'|'0.000'|'0.000'|'0.00'|'1849.000'
'1'|'228'|'0000'|'M'|'924.000'|'0.000'|'2000-01-01'|'2000-01-01'|'0'|'0'|'0'|'0'|'0'|'924.000'|'0.000'|'0.000'|'0.000'|'0.000'|'0.00'|'1849.000'
'1'|'228'|'0000'|'S'|'924.000'|'0.000'|'2000-01-01'|'2000-01-01'|'0'|'0'|'0'|'0'|'0'|'924.000'|'0.000'|'0.000'|'0.000'|'0.000'|'0.00'|'1849.000'
'1'|'228'|'0000'|'XS'|'924.000'|'0.000'|'2000-01-01'|'2000-01-01'|'0'|'0'|'0'|'0'|'0'|'924.000'|'0.000'|'0.000'|'0.000'|'0.000'|'0.00'|'1849.000'
'1'|'229'|'0000'|'L'|'392.000'|'0.000'|'2000-01-01'|'2000-01-01'|'0'|'0'|'0'|'0'|'0'|'392.000'|'0.000'|'0.000'|'0.000'|'0.000'|'0.00'|'1059.000'
'1'|'229'|'0000'|'M'|'392.000'|'0.000'|'2000-01-01'|'2000-01-01'|'0'|'0'|'0'|'0'|'0'|'392.000'|'0.000'|'0.000'|'0.000'|'0.000'|'0.00'|'1059.000'
'1'|'229'|'0000'|'S'|'392.000'|'0.000'|'2000-01-01'|'2000-01-01'|'0'|'0'|'0'|'0'|'0'|'392.000'|'0.000'|'0.000'|'0.000'|'0.000'|'0.00'|'1059.000'
'1'|'229'|'0000'|'XS'|'392.000'|'0.000'|'2000-01-01'|'2000-01-01'|'0'|'0'|'0'|'0'|'0'|'392.000'|'0.000'|'0.000'|'0.000'|'0.000'|'0.00'|'1059.000'
'1'|'23'|'0000'|'L'|'66.000'|'0.000'|'2000-01-01'|'2000-01-01'|'0'|'0'|'0'|'0'|'0'|'66.000'|'0.000'|'0.000'|'0.000'|'0.000'|'0.00'|'179.000'
'1'|'23'|'0000'|'M'|'66.000'|'0.000'|'2000-01-01'|'2000-01-01'|'0'|'0'|'0'|'0'|'0'|'66.000'|'0.000'|'0.000'|'0.000'|'0.000'|'0.00'|'179.000'
'1'|'23'|'0000'|'S'|'66.000'|'0.000'|'2000-01-01'|'2000-01-01'|'0'|'0'|'0'|'0'|'0'|'66.000'|'0.000'|'0.000'|'0.000'|'0.000'|'0.00'|'179.000'
'1'|'23'|'0000'|'XS'|'66.000'|'0.000'|'2000-01-01'|'2000-01-01'|'0'|'0'|'0'|'0'|'0'|'66.000'|'0.000'|'0.000'|'0.000'|'0.000'|'0.00'|'179.000'
'1'|'23'|'0001'|'L'|'66.000'|'0.000'|'2000-01-01'|'2000-01-01'|'0'|'0'|'0'|'0'|'0'|'66.000'|'0.000'|'0.000'|'0.000'|'0.000'|'0.00'|'179.000'
'1'|'23'|'0001'|'M'|'66.000'|'0.000'|'2000-01-01'|'2000-01-01'|'0'|'0'|'0'|'0'|'0'|'66.000'|'0.000'|'0.000'|'0.000'|'0.000'|'0.00'|'179.000'
'1'|'23'|'0001'|'S'|'66.000'|'0.000'|'2000-01-01'|'2000-01-01'|'0'|'0'|'0'|'0'|'0'|'66.000'|'0.000'|'0.000'|'0.000'|'0.000'|'0.00'|'179.000'
'1'|'23'|'0001'|'XS'|'66.000'|'0.000'|'2000-01-01'|'2000-01-01'|'0'|'0'|'0'|'0'|'0'|'66.000'|'0.000'|'0.000'|'0.000'|'0.000'|'0.00'|'179.000'
'1'|'23'|'0002'|'L'|'66.000'|'0.000'|'2000-01-01'|'2000-01-01'|'0'|'0'|'0'|'0'|'0'|'66.000'|'0.000'|'0.000'|'0.000'|'0.000'|'0.00'|'179.000'
'1'|'23'|'0002'|'M'|'66.000'|'0.000'|'2000-01-01'|'2000-01-01'|'0'|'0'|'0'|'0'|'0'|'66.000'|'0.000'|'0.000'|'0.000'|'0.000'|'0.00'|'179.000'
'1'|'23'|'0002'|'S'|'66.000'|'0.000'|'2000-01-01'|'2000-01-01'|'0'|'0'|'0'|'0'|'0'|'66.000'|'0.000'|'0.000'|'0.000'|'0.000'|'0.00'|'179.000'
'1'|'23'|'0002'|'XS'|'66.000'|'0.000'|'2000-01-01'|'2000-01-01'|'0'|'0'|'0'|'0'|'0'|'66.000'|'0.000'|'0.000'|'0.000'|'0.000'|'0.00'|'179.000'
'1'|'23'|'0003'|'L'|'66.000'|'0.000'|'2000-01-01'|'2000-01-01'|'0'|'0'|'0'|'0'|'0'|'66.000'|'0.000'|'0.000'|'0.000'|'0.000'|'0.00'|'179.000'
'1'|'23'|'0003'|'M'|'66.000'|'0.000'|'2000-01-01'|'2000-01-01'|'0'|'0'|'0'|'0'|'0'|'66.000'|'0.000'|'0.000'|'0.000'|'0.000'|'0.00'|'179.000'
'1'|'23'|'0003'|'S'|'66.000'|'0.000'|'2000-01-01'|'2000-01-01'|'0'|'0'|'0'|'0'|'0'|'66.000'|'0.000'|'0.000'|'0.000'|'0.000'|'0.00'|'179.000'
'1'|'23'|'0003'|'XS'|'66.000'|'0.000'|'2000-01-01'|'2000-01-01'|'0'|'0'|'0'|'0'|'0'|'66.000'|'0.000'|'0.000'|'0.000'|'0.000'|'0.00'|'179.000'
'1'|'23'|'0038'|'L'|'66.000'|'0.000'|'2000-01-01'|'2000-01-01'|'0'|'0'|'0'|'0'|'0'|'66.000'|'0.000'|'0.000'|'0.000'|'0.000'|'0.00'|'179.000'
'1'|'23'|'0038'|'M'|'66.000'|'0.000'|'2000-01-01'|'2000-01-01'|'0'|'0'|'0'|'0'|'0'|'66.000'|'0.000'|'0.000'|'0.000'|'0.000'|'0.00'|'179.000'
'1'|'23'|'0038'|'S'|'66.000'|'0.000'|'2000-01-01'|'2000-01-01'|'0'|'0'|'0'|'0'|'0'|'66.000'|'0.000'|'0.000'|'0.000'|'0.000'|'0.00'|'179.000'
'1'|'23'|'0038'|'XS'|'66.000'|'0.000'|'2000-01-01'|'2000-01-01'|'0'|'0'|'0'|'0'|'0'|'66.000'|'0.000'|'0.000'|'0.000'|'0.000'|'0.00'|'179.000'
'1'|'23'|'0039'|'L'|'66.000'|'0.000'|'2000-01-01'|'2000-01-01'|'0'|'0'|'0'|'0'|'0'|'66.000'|'0.000'|'0.000'|'0.000'|'0.000'|'0.00'|'179.000'
'1'|'23'|'0039'|'M'|'66.000'|'0.000'|'2000-01-01'|'2000-01-01'|'0'|'0'|'0'|'0'|'0'|'66.000'|'0.000'|'0.000'|'0.000'|'0.000'|'0.00'|'179.000'
'1'|'23'|'0039'|'S'|'66.000'|'0.000'|'2000-01-01'|'2000-01-01'|'0'|'0'|'0'|'0'|'0'|'66.000'|'0.000'|'0.000'|'0.000'|'0.000'|'0.00'|'179.000'
'1'|'23'|'0039'|'XS'|'66.000'|'0.000'|'2000-01-01'|'2000-01-01'|'0'|'0'|'0'|'0'|'0'|'66.000'|'0.000'|'0.000'|'0.000'|'0.000'|'0.00'|'179.000'
'1'|'230'|'0149'|'L'|'118.000'|'0.000'|'2000-01-01'|'2000-01-01'|'0'|'0'|'0'|'0'|'0'|'118.000'|'0.000'|'0.000'|'0.000'|'0.000'|'0.00'|'319.000'
'1'|'230'|'0149'|'M'|'118.000'|'0.000'|'2000-01-01'|'2000-01-01'|'0'|'0'|'0'|'0'|'0'|'118.000'|'0.000'|'0.000'|'0.000'|'0.000'|'0.00'|'319.000'
'1'|'230'|'0149'|'S'|'118.000'|'0.000'|'2000-01-01'|'2000-01-01'|'0'|'0'|'0'|'0'|'0'|'118.000'|'0.000'|'0.000'|'0.000'|'0.000'|'0.00'|'319.000'
'1'|'230'|'0149'|'XS'|'118.000'|'0.000'|'2000-01-01'|'2000-01-01'|'0'|'0'|'0'|'0'|'0'|'118.000'|'0.000'|'0.000'|'0.000'|'0.000'|'0.00'|'319.000'
'1'|'230'|'0150'|'L'|'118.000'|'0.000'|'2000-01-01'|'2000-01-01'|'0'|'0'|'0'|'0'|'0'|'118.000'|'0.000'|'0.000'|'0.000'|'0.000'|'0.00'|'319.000'
'1'|'230'|'0150'|'M'|'118.000'|'0.000'|'2000-01-01'|'2000-01-01'|'0'|'0'|'0'|'0'|'0'|'118.000'|'0.000'|'0.000'|'0.000'|'0.000'|'0.00'|'319.000'
'1'|'230'|'0150'|'S'|'118.000'|'0.000'|'2000-01-01'|'2000-01-01'|'0'|'0'|'0'|'0'|'0'|'118.000'|'0.000'|'0.000'|'0.000'|'0.000'|'0.00'|'319.000'
'1'|'230'|'0150'|'XS'|'118.000'|'0.000'|'2000-01-01'|'2000-01-01'|'0'|'0'|'0'|'0'|'0'|'118.000'|'0.000'|'0.000'|'0.000'|'0.000'|'0.00'|'319.000'
'1'|'234'|'0148'|'L'|'118.000'|'0.000'|'2000-01-01'|'2000-01-01'|'0'|'0'|'0'|'0'|'0'|'118.000'|'0.000'|'0.000'|'0.000'|'0.000'|'0.00'|'319.000'
'1'|'234'|'0148'|'M'|'118.000'|'0.000'|'2000-01-01'|'2000-01-01'|'0'|'0'|'0'|'0'|'0'|'118.000'|'0.000'|'0.000'|'0.000'|'0.000'|'0.00'|'319.000'
'1'|'234'|'0148'|'S'|'118.000'|'0.000'|'2000-01-01'|'2000-01-01'|'0'|'0'|'0'|'0'|'0'|'118.000'|'0.000'|'0.000'|'0.000'|'0.000'|'0.00'|'319.000'
'1'|'234'|'0148'|'XS'|'118.000'|'0.000'|'2000-01-01'|'2000-01-01'|'0'|'0'|'0'|'0'|'0'|'118.000'|'0.000'|'0.000'|'0.000'|'0.000'|'0.00'|'319.000'
'1'|'235'|'0146'|'L'|'155.000'|'0.000'|'2000-01-01'|'2000-01-01'|'0'|'0'|'0'|'0'|'0'|'155.000'|'0.000'|'0.000'|'0.000'|'0.000'|'0.00'|'419.000'
'1'|'235'|'0146'|'M'|'155.000'|'0.000'|'2000-01-01'|'2000-01-01'|'0'|'0'|'0'|'0'|'0'|'155.000'|'0.000'|'0.000'|'0.000'|'0.000'|'0.00'|'419.000'
'1'|'235'|'0146'|'S'|'155.000'|'0.000'|'2000-01-01'|'2000-01-01'|'0'|'0'|'0'|'0'|'0'|'155.000'|'0.000'|'0.000'|'0.000'|'0.000'|'0.00'|'419.000'
'1'|'235'|'0146'|'XS'|'155.000'|'0.000'|'2000-01-01'|'2000-01-01'|'0'|'0'|'0'|'0'|'0'|'155.000'|'0.000'|'0.000'|'0.000'|'0.000'|'0.00'|'419.000'
'1'|'237'|'0163'|'L'|'170.000'|'0.000'|'2000-01-01'|'2000-01-01'|'0'|'0'|'0'|'0'|'0'|'170.000'|'0.000'|'0.000'|'0.000'|'0.000'|'0.00'|'459.000'
'1'|'237'|'0163'|'M'|'170.000'|'0.000'|'2000-01-01'|'2000-01-01'|'0'|'0'|'0'|'0'|'0'|'170.000'|'0.000'|'0.000'|'0.000'|'0.000'|'0.00'|'459.000'
'1'|'237'|'0163'|'S'|'170.000'|'0.000'|'2000-01-01'|'2000-01-01'|'0'|'0'|'0'|'0'|'0'|'170.000'|'0.000'|'0.000'|'0.000'|'0.000'|'0.00'|'459.000'
'1'|'237'|'0163'|'XS'|'170.000'|'0.000'|'2000-01-01'|'2000-01-01'|'0'|'0'|'0'|'0'|'0'|'170.000'|'0.000'|'0.000'|'0.000'|'0.000'|'0.00'|'459.000'
'1'|'238'|'0000'|'L'|'118.000'|'0.000'|'2000-01-01'|'2000-01-01'|'0'|'0'|'0'|'0'|'0'|'118.000'|'0.000'|'0.000'|'0.000'|'0.000'|'0.00'|'319.000'
'1'|'238'|'0000'|'M'|'118.000'|'0.000'|'2000-01-01'|'2000-01-01'|'0'|'0'|'0'|'0'|'0'|'118.000'|'0.000'|'0.000'|'0.000'|'0.000'|'0.00'|'319.000'
'1'|'238'|'0000'|'S'|'118.000'|'0.000'|'2000-01-01'|'2000-01-01'|'0'|'0'|'0'|'0'|'0'|'118.000'|'0.000'|'0.000'|'0.000'|'0.000'|'0.00'|'319.000'
'1'|'238'|'0000'|'XS'|'118.000'|'0.000'|'2000-01-01'|'2000-01-01'|'0'|'0'|'0'|'0'|'0'|'118.000'|'0.000'|'0.000'|'0.000'|'0.000'|'0.00'|'319.000'
'1'|'239'|'0157'|'L'|'133.000'|'0.000'|'2000-01-01'|'2000-01-01'|'0'|'0'|'0'|'0'|'0'|'133.000'|'0.000'|'0.000'|'0.000'|'0.000'|'0.00'|'359.000'
'1'|'239'|'0157'|'M'|'133.000'|'0.000'|'2000-01-01'|'2000-01-01'|'0'|'0'|'0'|'0'|'0'|'133.000'|'0.000'|'0.000'|'0.000'|'0.000'|'0.00'|'359.000'
'1'|'239'|'0157'|'S'|'133.000'|'0.000'|'2000-01-01'|'2000-01-01'|'0'|'0'|'0'|'0'|'0'|'133.000'|'0.000'|'0.000'|'0.000'|'0.000'|'0.00'|'359.000'
'1'|'239'|'0157'|'XS'|'133.000'|'0.000'|'2000-01-01'|'2000-01-01'|'0'|'0'|'0'|'0'|'0'|'133.000'|'0.000'|'0.000'|'0.000'|'0.000'|'0.00'|'359.000'
'1'|'24'|'0035'|'L'|'111.000'|'0.000'|'2000-01-01'|'2000-01-01'|'0'|'0'|'0'|'0'|'0'|'111.000'|'0.000'|'0.000'|'0.000'|'0.000'|'0.00'|'298.000'
'1'|'24'|'0035'|'M'|'111.000'|'0.000'|'2000-01-01'|'2000-01-01'|'0'|'0'|'0'|'0'|'0'|'111.000'|'0.000'|'0.000'|'0.000'|'0.000'|'0.00'|'298.000'
'1'|'24'|'0035'|'S'|'111.000'|'0.000'|'2000-01-01'|'2000-01-01'|'0'|'0'|'0'|'0'|'0'|'111.000'|'0.000'|'0.000'|'0.000'|'0.000'|'0.00'|'298.000'
'1'|'24'|'0035'|'XS'|'111.000'|'0.000'|'2000-01-01'|'2000-01-01'|'0'|'0'|'0'|'0'|'0'|'111.000'|'0.000'|'0.000'|'0.000'|'0.000'|'0.00'|'298.000'
'1'|'24'|'0036'|'L'|'111.000'|'0.000'|'2000-01-01'|'2000-01-01'|'0'|'0'|'0'|'0'|'0'|'111.000'|'0.000'|'0.000'|'0.000'|'0.000'|'0.00'|'298.000'
'1'|'24'|'0036'|'M'|'111.000'|'0.000'|'2000-01-01'|'2000-01-01'|'0'|'0'|'0'|'0'|'0'|'111.000'|'0.000'|'0.000'|'0.000'|'0.000'|'0.00'|'298.000'
'1'|'24'|'0036'|'S'|'111.000'|'0.000'|'2000-01-01'|'2000-01-01'|'0'|'0'|'0'|'0'|'0'|'111.000'|'0.000'|'0.000'|'0.000'|'0.000'|'0.00'|'298.000'
'1'|'24'|'0036'|'XS'|'111.000'|'0.000'|'2000-01-01'|'2000-01-01'|'0'|'0'|'0'|'0'|'0'|'111.000'|'0.000'|'0.000'|'0.000'|'0.000'|'0.00'|'298.000'
'1'|'24'|'0037'|'L'|'111.000'|'0.000'|'2000-01-01'|'2000-01-01'|'0'|'0'|'0'|'0'|'0'|'111.000'|'0.000'|'0.000'|'0.000'|'0.000'|'0.00'|'298.000'
'1'|'24'|'0037'|'M'|'111.000'|'0.000'|'2000-01-01'|'2000-01-01'|'0'|'0'|'0'|'0'|'0'|'111.000'|'0.000'|'0.000'|'0.000'|'0.000'|'0.00'|'298.000'
'1'|'24'|'0037'|'S'|'111.000'|'0.000'|'2000-01-01'|'2000-01-01'|'0'|'0'|'0'|'0'|'0'|'111.000'|'0.000'|'0.000'|'0.000'|'0.000'|'0.00'|'298.000'
'1'|'24'|'0037'|'XS'|'111.000'|'0.000'|'2000-01-01'|'2000-01-01'|'0'|'0'|'0'|'0'|'0'|'111.000'|'0.000'|'0.000'|'0.000'|'0.000'|'0.00'|'298.000'
'1'|'240'|'0000'|'L'|'96.000'|'0.000'|'2000-01-01'|'2000-01-01'|'0'|'0'|'0'|'0'|'0'|'96.000'|'0.000'|'0.000'|'0.000'|'0.000'|'0.00'|'259.000'
'1'|'240'|'0000'|'M'|'96.000'|'0.000'|'2000-01-01'|'2000-01-01'|'0'|'0'|'0'|'0'|'0'|'96.000'|'0.000'|'0.000'|'0.000'|'0.000'|'0.00'|'259.000'
'1'|'240'|'0000'|'S'|'96.000'|'0.000'|'2000-01-01'|'2000-01-01'|'0'|'0'|'0'|'0'|'0'|'96.000'|'0.000'|'0.000'|'0.000'|'0.000'|'0.00'|'259.000'
'1'|'240'|'0000'|'XS'|'96.000'|'0.000'|'2000-01-01'|'2000-01-01'|'0'|'0'|'0'|'0'|'0'|'96.000'|'0.000'|'0.000'|'0.000'|'0.000'|'0.00'|'259.000'
